RF_DataTiming[0],834
RF_DataTiming[1],21
RF_DataTiming[2],80
RF_DataTiming[3],22
RF_DataTiming[4],80
RF_DataTiming[5],21
RF_DataTiming[6],78
RF_DataTiming[7],79
RF_DataTiming[8],26
RF_DataTiming[9],22
RF_DataTiming[10],78
RF_DataTiming[11],78
RF_DataTiming[12],27
RF_DataTiming[13],21
RF_DataTiming[14],79
RF_DataTiming[15],76
RF_DataTiming[16],25
RF_DataTiming[17],23
RF_DataTiming[18],79
RF_DataTiming[19],75
RF_DataTiming[20],27
RF_DataTiming[21],21
RF_DataTiming[22],81
RF_DataTiming[23],75
RF_DataTiming[24],25
RF_DataTiming[25],22
RF_DataTiming[26],81
RF_DataTiming[27],22
RF_DataTiming[28],79
RF_DataTiming[29],22
RF_DataTiming[30],80
RF_DataTiming[31],24
RF_DataTiming[32],79
RF_DataTiming[33],77
RF_DataTiming[34],25
RF_DataTiming[35],76
RF_DataTiming[36],27
RF_DataTiming[37],21
RF_DataTiming[38],80
RF_DataTiming[39],21
RF_DataTiming[40],81
RF_DataTiming[41],21
RF_DataTiming[42],80
RF_DataTiming[43],22
RF_DataTiming[44],80
RF_DataTiming[45],22
RF_DataTiming[46],81
RF_DataTiming[47],22
RF_DataTiming[48],79
RF_DataTiming[49],22
